,Date,Daily Rainfall Total (mm),Highest 30-min Rainfall (mm),Highest 60-min Rainfall (mm),Highest 120-min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Year
18,19 Jun,0.6,0.4,0.6,0.6,27.9,30.0,24.1,11.5,43.2,2014
19,20 Jun,21.2,18.0,20.2,20.2,27.1,30.1,23.6,6.5,34.6,2014
20,21 Jun,0.6,0.4,0.6,0.6,27.7,32.2,25.7,6.8,31.3,2014
21,22 Jun,0.0,0.0,0.0,0.0,28.6,32.1,25.5,9.7,33.8,2014
22,23 Jun,0.6,0.4,0.4,0.4,27.4,31.0,25.5,7.2,37.4,2014
23,24 Jun,0.0,0.0,0.0,0.0,27.1,30.3,25.1,7.9,27.7,2014
24,25 Jun,15.2,7.2,12.0,13.2,26.8,29.4,23.2,5.8,29.2,2014
25,26 Jun,31.4,15.0,28.0,30.8,27.0,29.0,23.0,5.0,34.6,2014
26,27 Jun,10.6,4.8,4.8,5.4,26.0,27.7,23.9,5.0,32.0,2014
27,28 Jun,0.0,0.0,0.0,0.0,28.1,31.5,25.2,6.8,25.6,2014
28,29 Jun,6.0,5.2,5.2,5.4,26.3,27.9,23.8,5.4,29.2,2014
29,30 Jun,0.0,0.0,0.0,0.0,28.1,30.2,26.2,9.4,26.3,2014
0,1 May,6.8,4.6,6.2,6.4,27.3,29.3,25.7,6.8,34.9,2014
1,2 May,0.6,0.4,0.4,0.4,28.0,33.4,25.2,5.8,30.6,2014
2,3 May,14.2,14.0,14.2,14.2,28.5,32.8,23.6,7.2,35.3,2014
3,4 May,0.0,0.0,0.0,0.0,29.3,33.1,26.1,7.9,28.8,2014
4,5 May,0.0,0.0,0.0,0.0,29.5,32.2,27.7,7.9,42.1,2014
5,6 May,0.0,0.0,0.0,0.0,29.8,34.2,27.6,11.9,40.3,2014
6,7 May,0.0,0.0,0.0,0.0,29.5,32.8,26.3,9.4,31.3,2014
7,8 May,0.0,0.0,0.0,0.0,30.1,33.5,27.8,13.7,33.5,2014
8,9 May,0.0,0.0,0.0,0.0,30.4,33.8,28.3,15.1,33.1,2014
9,10 May,0.0,0.0,0.0,0.0,29.4,32.8,27.5,11.2,51.1,2014
10,11 May,0.0,0.0,0.0,0.0,29.7,33.0,27.6,9.4,27.0,2014
11,12 May,0.2,0.2,0.2,0.2,30.0,33.5,27.9,11.5,31.0,2014
12,13 May,1.2,0.4,0.8,1.2,28.7,31.0,26.9,8.3,28.4,2014
13,14 May,0.0,0.0,0.0,0.0,28.9,32.6,26.5,8.3,25.2,2014
14,15 May,0.8,0.4,0.4,0.4,29.1,34.0,27.3,7.6,33.1,2014
15,16 May,5.0,3.0,3.6,5.0,28.0,33.3,25.9,6.8,36.4,2014
16,17 May,0.0,0.0,0.0,0.0,29.1,33.3,26.2,6.1,23.4,2014
17,18 May,1.2,1.2,1.2,1.2,28.5,33.1,25.8,6.8,30.2,2014
18,19 May,3.0,2.0,2.6,3.0,27.9,33.4,24.6,5.4,26.6,2014
19,20 May,0.2,0.2,0.2,0.2,27.4,30.5,26.0,4.3,20.5,2014
20,21 May,1.0,1.0,1.0,1.0,28.8,32.2,26.0,6.5,22.0,2014
21,22 May,0.0,0.0,0.0,0.0,28.9,33.0,27.0,7.6,49.3,2014
22,23 May,35.4,14.2,17.6,18.2,27.2,31.5,24.0,6.5,28.4,2014
23,24 May,0.8,0.4,0.4,0.6,28.3,32.7,24.4,9.4,25.9,2014
24,25 May,0.0,0.0,0.0,0.0,29.1,33.1,26.4,7.6,27.0,2014
25,26 May,10.0,4.6,4.8,7.2,27.8,32.0,25.9,5.4,24.1,2014
26,27 May,1.2,0.4,0.6,1.0,28.1,32.4,25.8,5.4,24.8,2014
27,28 May,47.4,31.4,40.6,46.0,27.4,29.3,24.0,6.8,25.6,2014
28,29 May,0.2,0.2,0.2,0.2,28.2,31.6,26.1,5.8,26.6,2014
29,30 May,0.2,0.2,0.2,0.2,27.9,30.6,26.4,5.0,19.4,2014
30,31 May,2.8,2.4,2.8,2.8,27.3,31.2,24.6,5.4,45.0,2014
0,1 Apr,0.8,0.8,0.8,0.8,27.8,32.4,25.1,8.3,29.2,2014
1,2 Apr,0.0,0.0,0.0,0.0,28.5,33.0,26.0,9.7,31.7,2014
2,3 Apr,0.0,0.0,0.0,0.0,28.7,33.1,26.4,11.2,31.0,2014
3,4 Apr,0.0,0.0,0.0,0.0,28.6,33.1,26.0,10.1,26.6,2014
4,5 Apr,0.0,0.0,0.0,0.0,28.7,33.8,25.5,10.1,29.2,2014
5,6 Apr,3.8,3.8,3.8,3.8,28.1,33.3,25.7,9.0,32.8,2014
6,7 Apr,1.4,1.4,1.4,1.4,28.2,32.8,26.2,11.2,28.1,2014
7,8 Apr,0.0,0.0,0.0,0.0,28.9,33.2,26.9,13.7,36.7,2014
8,9 Apr,0.0,0.0,0.0,0.0,29.1,33.7,26.8,14.8,38.2,2014
9,10 Apr,0.0,0.0,0.0,0.0,28.7,32.9,26.1,9.4,28.1,2014
10,11 Apr,0.0,0.0,0.0,0.0,29.3,33.9,26.4,10.1,25.9,2014
11,12 Apr,0.0,0.0,0.0,0.0,29.7,34.4,26.5,10.4,32.4,2014
12,13 Apr,0.0,0.0,0.0,0.0,29.7,33.9,27.1,11.5,35.3,2014
13,14 Apr,0.4,0.4,0.4,0.4,28.4,34.3,26.5,6.5,29.9,2014
14,15 Apr,14.0,7.4,8.4,9.8,27.5,33.5,24.6,6.1,31.0,2014
15,16 Apr,1.6,0.8,0.8,1.0,26.6,30.2,25.5,5.4,28.1,2014
16,17 Apr,0.2,0.2,0.2,0.2,28.8,33.6,25.6,8.6,29.9,2014
17,18 Apr,0.0,0.0,0.0,0.0,29.0,34.0,26.1,10.1,31.0,2014
18,19 Apr,0.6,0.6,0.6,0.6,28.2,33.1,26.2,8.6,37.1,2014
19,20 Apr,0.0,0.0,0.0,0.0,28.5,34.3,26.1,7.9,31.7,2014
20,21 Apr,0.2,0.2,0.2,0.2,27.6,32.7,25.7,6.5,29.2,2014
21,22 Apr,0.0,0.0,0.0,0.0,28.3,33.7,25.8,6.8,32.4,2014
22,23 Apr,7.4,6.0,6.2,6.2,27.6,32.0,25.7,5.0,35.3,2014
23,24 Apr,0.0,0.0,0.0,0.0,28.7,32.9,25.8,5.0,23.4,2014
24,25 Apr,0.0,0.0,0.0,0.0,30.2,35.0,26.6,5.8,25.9,2014
25,26 Apr,14.0,12.0,13.8,14.0,28.4,33.2,24.3,7.6,30.6,2014
26,27 Apr,12.0,7.0,10.4,11.4,26.5,31.7,22.6,5.0,43.6,2014
27,28 Apr,0.2,0.2,0.2,0.2,27.7,33.1,24.9,6.5,32.0,2014
28,29 Apr,0.0,0.0,0.0,0.0,29.8,33.0,26.8,13.0,32.8,2014
29,30 Apr,4.6,4.6,4.6,4.6,29.1,33.5,24.9,10.8,44.6,2014
0,1 Mar,0.0,0.0,0.0,0.0,28.1,32.3,25.5,10.1,30.6,2014
1,2 Mar,3.2,2.6,2.6,2.6,27.8,31.7,25.7,7.9,25.6,2014
2,3 Mar,0.0,0.0,0.0,0.0,28.6,33.9,25.9,11.2,32.8,2014
3,4 Mar,0.0,0.0,0.0,0.0,28.3,32.9,25.4,9.0,30.2,2014
4,5 Mar,0.0,0.0,0.0,0.0,28.6,33.4,26.1,12.2,33.8,2014
5,6 Mar,0.0,0.0,0.0,0.0,28.7,33.4,25.4,9.4,32.0,2014
6,7 Mar,5.8,2.4,3.4,4.2,26.4,29.8,24.5,6.8,30.6,2014
7,8 Mar,0.6,0.2,0.4,0.6,26.6,30.3,24.9,8.3,29.2,2014
8,9 Mar,0.0,0.0,0.0,0.0,28.4,32.8,25.3,12.2,37.8,2014
9,10 Mar,15.2,7.0,10.8,10.8,27.3,30.1,23.9,15.8,48.2,2014
10,11 Mar,0.0,0.0,0.0,0.0,28.0,31.5,25.8,13.7,37.4,2014
11,12 Mar,0.0,0.0,0.0,0.0,28.0,31.8,25.6,11.2,32.8,2014
12,13 Mar,0.0,0.0,0.0,0.0,28.2,32.4,25.6,11.2,35.3,2014
13,14 Mar,0.0,0.0,0.0,0.0,28.3,33.0,25.2,10.8,34.6,2014
14,15 Mar,0.0,0.0,0.0,0.0,28.5,33.1,25.6,9.7,27.4,2014
15,16 Mar,0.0,0.0,0.0,0.0,28.7,33.6,26.4,11.5,33.1,2014
16,17 Mar,0.0,0.0,0.0,0.0,28.9,34.2,26.0,11.2,34.2,2014
17,18 Mar,0.0,0.0,0.0,0.0,28.8,33.7,26.3,13.3,37.4,2014
18,19 Mar,0.0,0.0,0.0,0.0,28.9,33.7,25.9,11.2,30.6,2014
19,20 Mar,0.0,0.0,0.0,0.0,28.9,34.0,26.3,10.4,30.2,2014
20,21 Mar,0.0,0.0,0.0,0.0,28.0,32.8,26.1,7.2,32.8,2014
21,22 Mar,0.0,0.0,0.0,0.0,29.0,33.4,26.4,13.7,33.5,2014
22,23 Mar,0.0,0.0,0.0,0.0,28.8,33.5,26.2,12.6,31.3,2014
23,24 Mar,0.0,0.0,0.0,0.0,28.3,32.5,25.3,11.2,34.6,2014
24,25 Mar,7.0,4.4,5.0,5.0,26.7,29.9,24.8,5.8,24.1,2014
25,26 Mar,0.0,0.0,0.0,0.0,28.5,32.9,25.9,10.1,36.0,2014
26,27 Mar,10.2,2.2,3.0,4.6,25.4,28.3,23.7,7.2,36.4,2014
27,28 Mar,1.2,0.6,0.8,1.0,26.9,33.0,24.2,5.8,25.9,2014
28,29 Mar,0.2,0.2,0.2,0.2,26.7,30.6,25.1,6.1,27.4,2014
29,30 Mar,0.8,1.2,1.6,1.6,26.9,32.5,23.6,5.4,39.6,2014
30,31 Mar,0.4,0.4,0.4,0.4,27.9,33.7,24.9,7.2,33.1,2014
0,1 Feb,0.0,0.0,0.0,0.0,28.1,32.1,25.9,11.5,36.4,2014
1,2 Feb,13.0,1.8,3.4,6.2,25.4,27.3,23.9,9.0,31.3,2014
2,3 Feb,0.0,0.0,0.0,0.0,27.0,30.6,24.7,14.8,42.5,2014
3,4 Feb,0.6,0.2,0.2,0.4,26.9,29.9,25.5,14.8,45.0,2014
4,5 Feb,0.0,0.0,0.0,0.0,27.1,30.6,25.0,13.7,40.3,2014
5,6 Feb,0.0,0.0,0.0,0.0,26.6,30.4,24.1,12.6,40.0,2014
6,7 Feb,0.0,0.0,0.0,0.0,26.1,29.3,24.6,11.9,35.3,2014
7,8 Feb,0.0,0.0,0.0,0.0,26.4,29.8,24.3,14.4,35.6,2014
8,9 Feb,0.0,0.0,0.0,0.0,26.3,30.1,23.6,14.8,37.8,2014
9,10 Feb,0.0,0.0,0.0,0.0,26.2,30.2,23.5,11.9,33.8,2014
10,11 Feb,0.0,0.0,0.0,0.0,26.8,30.8,24.3,13.3,38.2,2014
11,12 Feb,0.0,0.0,0.0,0.0,27.2,31.2,24.9,15.1,39.6,2014
12,13 Feb,0.0,0.0,0.0,0.0,27.0,31.8,24.3,11.5,38.2,2014
13,14 Feb,0.0,0.0,0.0,0.0,26.8,31.0,24.1,11.9,37.8,2014
14,15 Feb,0.2,0.2,0.2,0.2,27.3,31.7,24.5,10.4,30.2,2014
15,16 Feb,0.0,0.0,0.0,0.0,27.3,32.2,24.7,9.7,25.6,2014
16,17 Feb,0.0,0.0,0.0,0.0,27.6,32.1,24.7,11.5,29.9,2014
17,18 Feb,0.0,0.0,0.0,0.0,27.6,32.1,25.1,11.9,33.8,2014
18,19 Feb,0.0,0.0,0.0,0.0,27.5,32.2,24.7,13.3,37.1,2014
19,20 Feb,0.0,0.0,0.0,0.0,28.0,32.8,25.1,11.9,29.9,2014
20,21 Feb,0.0,0.0,0.0,0.0,28.0,33.1,25.3,13.7,31.7,2014
21,22 Feb,0.0,0.0,0.0,0.0,28.2,33.3,25.4,13.7,37.8,2014
22,23 Feb,0.8,0.6,0.8,0.8,28.1,33.1,25.8,10.1,32.8,2014
23,24 Feb,0.2,0.2,0.2,0.2,26.1,28.8,24.6,9.4,32.8,2014
24,25 Feb,0.0,0.0,0.0,0.0,27.4,31.7,25.2,10.4,31.7,2014
25,26 Feb,0.0,0.0,0.0,0.0,27.5,31.1,25.7,13.0,34.6,2014
26,27 Feb,0.0,0.0,0.0,0.0,27.6,31.8,25.1,13.0,33.1,2014
27,28 Feb,0.0,0.0,0.0,0.0,28.4,33.5,25.7,11.9,33.5,2014
0,1 Jan,32.2,6.0,11.6,13.4,24.8,26.7,23.6,5.4,36.0,2014
1,2 Jan,0.8,0.4,0.4,0.4,25.5,27.3,24.3,7.9,24.5,2014
2,3 Jan,2.0,1.8,2.0,2.0,26.6,31.1,24.1,7.2,29.2,2014
3,4 Jan,0.2,0.2,0.2,0.2,26.1,28.2,25.0,8.3,23.8,2014
4,5 Jan,1.0,1.0,1.0,1.0,26.0,29.0,24.8,4.3,18.7,2014
5,6 Jan,0.0,0.0,0.0,0.0,26.8,29.7,24.4,7.2,24.5,2014
6,7 Jan,0.0,0.0,0.0,0.0,26.8,30.5,24.2,8.6,29.5,2014
7,8 Jan,45.8,24.4,35.0,45.4,26.4,30.3,23.4,6.5,26.6,2014
8,9 Jan,1.8,1.8,1.8,1.8,27.2,31.4,25.2,8.3,30.2,2014
9,10 Jan,29.8,3.6,6.2,9.2,24.5,26.7,22.8,5.8,20.2,2014
10,11 Jan,10.4,0.8,1.4,2.4,23.9,25.6,22.3,9.0,34.9,2014
11,12 Jan,9.8,1.0,1.4,2.4,23.1,24.1,22.2,10.4,37.1,2014
12,13 Jan,42.2,8.8,12.2,18.8,23.0,23.7,22.3,8.3,25.2,2014
13,14 Jan,6.8,1.6,2.2,3.4,23.4,25.1,21.3,7.6,26.6,2014
14,15 Jan,1.4,0.4,0.8,1.0,25.2,29.1,22.4,7.2,27.4,2014
15,16 Jan,0.0,0.0,0.0,0.0,26.2,29.9,23.3,7.9,27.4,2014
16,17 Jan,0.0,0.0,0.0,0.0,27.2,31.5,24.8,10.4,32.8,2014
17,18 Jan,0.0,0.0,0.0,0.0,27.2,31.0,24.6,10.8,32.0,2014
18,19 Jan,2.6,2.4,2.6,2.6,26.8,31.7,24.4,7.6,30.6,2014
19,20 Jan,22.8,18.6,22.4,22.4,26.4,32.1,24.9,5.4,27.0,2014
20,21 Jan,0.6,0.6,0.6,0.6,27.2,31.9,24.7,7.6,32.4,2014
21,22 Jan,5.6,5.6,5.6,5.6,27.5,32.7,24.9,6.8,28.4,2014
22,23 Jan,6.8,3.4,3.4,5.0,26.8,30.3,25.2,6.1,28.4,2014
23,24 Jan,1.0,0.8,0.8,0.8,26.7,31.8,24.6,6.1,31.3,2014
24,25 Jan,0.6,0.6,0.6,0.6,26.6,30.2,25.0,6.5,27.0,2014
25,26 Jan,0.6,0.4,0.6,0.6,26.4,30.9,24.8,6.8,32.0,2014
26,27 Jan,6.6,4.6,6.0,6.6,27.1,32.0,25.0,7.9,28.8,2014
27,28 Jan,12.2,5.2,7.8,9.6,26.3,31.5,23.6,6.8,27.4,2014
28,29 Jan,0.0,0.0,0.0,0.0,27.7,33.2,24.9,8.3,31.0,2014
29,30 Jan,40.8,27.2,34.0,39.6,26.9,32.6,21.8,9.0,50.0,2014
30,31 Jan,2.6,2.6,2.6,2.6,27.2,32.2,24.6,9.7,35.3,2014
