date,index,year,month,number,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),week,dengue_search,dengue_fever_search,dengue_symptoms_search,rashes_search,vomiting_search,eye_pain_search,joint_pain_search,fever_search,wolbachia_search,headache_search,nausea_search,fogging_search,insect_repellent_search,mosquito_search
2018-03-26,442,2018,3,24,2018,3,26,0.0,0.0,0.0,0.0,28.5,32.9,25.9,10.1,36.0,13,12,17,3,47,61,9,19,70,1,26,11,27,3,8.0
2018-04-02,444,2018,4,38,2018,4,2,0.0,0.0,0.0,0.0,28.5,33.0,26.0,9.7,31.7,14,12,19,2,38,46,0,26,66,1,29,15,23,4,8.0
2018-04-09,446,2018,4,38,2018,4,9,0.0,0.0,0.0,0.0,29.1,33.7,26.8,14.8,38.2,15,9,14,3,44,47,8,10,58,1,29,11,18,4,8.0
2018-04-16,448,2018,4,56,2018,4,16,1.6,0.8,0.8,1.0,26.6,30.2,25.5,5.4,28.1,16,7,12,0,39,41,4,20,59,0,27,14,0,0,7.0
2018-04-23,450,2018,4,55,2018,4,23,7.4,6.0,6.2,6.2,27.6,32.0,25.7,5.0,35.3,17,9,13,1,59,30,12,17,58,0,26,14,0,3,7.0
2018-04-30,452,2018,4,74,2018,4,30,4.6,4.6,4.6,4.6,29.1,33.5,24.9,10.8,44.6,18,21,32,8,56,62,8,19,59,1,28,11,0,4,7.0
2018-05-07,455,2018,5,62,2018,5,7,0.0,0.0,0.0,0.0,29.5,32.8,26.3,9.4,31.3,19,37,56,9,49,44,7,22,65,1,32,10,0,6,10.0
2018-05-14,457,2018,5,63,2018,5,14,0.0,0.0,0.0,0.0,28.9,32.6,26.5,8.3,25.2,20,17,22,2,44,46,0,17,59,0,32,9,0,4,7.0
2018-05-21,458,2018,5,64,2018,5,21,1.0,1.0,1.0,1.0,28.8,32.2,26.0,6.5,22.0,21,20,35,5,63,43,10,13,66,6,28,9,39,3,9.0
2018-05-28,460,2018,5,52,2018,5,28,47.4,31.4,40.6,46.0,27.4,29.3,24.0,6.8,25.6,22,18,24,8,29,43,19,32,51,1,26,11,0,3,8.0
2018-06-04,462,2018,6,75,2018,6,4,0.4,0.4,0.4,0.4,29.7,32.5,26.5,7.9,23.0,23,17,20,4,60,32,4,12,56,0,28,11,0,3,9.0
2018-06-11,464,2018,6,55,2018,6,11,0.0,0.0,0.0,0.0,30.2,33.1,28.3,13.7,35.3,24,21,28,5,45,56,8,27,60,0,25,12,0,3,7.0
2018-06-18,466,2018,6,59,2018,6,18,9.4,9.4,9.4,9.4,28.4,31.3,23.9,8.3,47.2,25,13,19,5,60,20,10,24,65,0,27,6,0,1,6.0
2018-06-25,468,2018,6,75,2018,6,25,15.2,7.2,12.0,13.2,26.8,29.4,23.2,5.8,29.2,26,15,23,7,49,45,10,34,61,0,30,14,14,3,9.0
2018-07-02,470,2018,7,56,2018,7,2,0.0,0.0,0.0,0.0,27.5,30.9,25.7,5.4,39.6,27,13,21,4,48,55,7,15,63,0,30,8,0,4,8.0
2018-07-09,473,2018,7,44,2018,7,9,0.0,0.0,0.0,0.0,28.8,31.2,27.1,11.9,33.8,28,13,18,3,65,25,11,33,64,0,27,10,16,3,7.0
2018-07-16,474,2018,7,41,2018,7,16,0.0,0.0,0.0,0.0,29.0,31.8,27.1,11.9,31.7,29,13,18,3,60,46,6,11,63,0,30,11,0,4,7.0
2018-07-23,476,2018,7,56,2018,7,23,0.0,0.0,0.0,0.0,29.7,33.0,28.0,14.8,41.0,30,14,22,5,41,40,7,5,64,3,31,12,0,3,6.0
2018-07-30,478,2018,7,50,2018,7,30,4.8,3.6,4.6,4.8,27.4,29.5,24.0,8.3,34.2,31,14,27,8,50,48,0,18,66,0,23,14,0,2,9.0
2018-08-06,480,2018,8,59,2018,8,6,0.0,0.0,0.0,0.0,28.8,31.3,27.1,13.0,33.5,32,14,18,3,35,30,20,21,62,0,27,12,36,3,7.0
2018-08-13,482,2018,8,42,2018,8,13,0.0,0.0,0.0,0.0,29.6,32.4,27.9,13.3,34.9,33,11,15,2,56,42,8,29,63,0,27,9,0,3,5.0
2018-08-20,484,2018,8,66,2018,8,20,0.0,0.0,0.0,0.0,29.4,33.0,27.5,15.5,38.2,34,12,21,5,36,45,11,21,55,3,25,14,0,2,6.0
2018-08-27,487,2018,8,75,2018,8,27,0.0,0.0,0.0,0.0,29.1,32.7,26.5,12.6,36.7,35,12,16,3,34,31,7,12,48,0,23,8,0,4,6.0
2018-09-03,489,2018,9,75,2018,9,3,2.6,2.0,2.0,2.2,27.7,30.1,23.5,7.9,40.0,36,10,17,3,52,33,13,21,52,1,30,7,0,3,6.0
2018-09-10,490,2018,9,49,2018,9,10,2.4,2.0,2.2,2.2,27.3,31.2,25.9,6.5,37.1,37,11,14,3,48,39,11,15,51,1,29,11,0,2,5.0
2018-09-17,492,2018,9,63,2018,9,17,0.0,0.0,0.0,0.0,28.9,31.6,27.0,14.8,34.9,38,14,22,4,43,37,9,21,54,0,31,11,0,2,6.0
2018-09-24,494,2018,9,40,2018,9,24,0.0,0.0,0.0,0.0,28.9,32.1,26.1,11.5,30.6,39,13,22,8,54,48,21,10,55,0,25,9,0,5,6.0
2018-10-01,496,2018,10,51,2018,10,1,0.0,0.0,0.0,0.0,29.5,33.1,27.4,14.0,36.4,40,10,17,5,27,35,9,13,48,0,30,11,0,2,6.0
2018-10-08,498,2018,10,51,2018,10,8,4.8,3.8,3.8,3.8,27.4,31.5,25.3,5.8,29.2,41,10,14,0,38,43,5,19,62,0,29,12,0,4,5.0
2018-10-15,500,2018,10,60,2018,10,15,0.0,0.0,0.0,0.0,28.0,32.2,24.6,5.8,23.8,42,11,16,2,55,65,0,31,50,0,30,12,0,3,6.0
2018-10-22,502,2018,10,78,2018,10,22,0.0,0.0,0.0,0.0,28.7,32.2,25.1,9.0,35.6,43,10,18,3,45,32,18,22,61,2,28,7,0,1,5.0
2018-10-29,505,2018,10,74,2018,10,29,0.4,0.4,0.4,0.4,27.9,32.4,25.5,5.8,37.8,44,13,21,5,39,55,16,30,55,0,27,8,0,2,6.0
2018-11-05,506,2018,11,71,2018,11,5,0.4,0.4,0.4,0.4,27.8,31.8,25.7,5.0,18.7,45,14,22,3,44,42,0,20,65,0,25,11,0,1,7.0
2018-11-12,508,2018,11,78,2018,11,12,12.4,12.2,12.4,12.4,27.5,32.5,24.5,5.4,33.8,46,13,19,0,64,42,9,37,71,0,27,8,0,4,8.0
2018-11-19,510,2018,11,97,2018,11,19,20.6,19.4,19.8,20.6,26.9,31.8,23.6,5.0,32.4,47,14,22,4,46,48,17,27,69,1,26,13,42,4,7.0
2018-11-26,512,2018,11,109,2018,11,26,14.4,13.4,13.4,13.4,27.5,31.9,23.9,5.4,29.9,48,20,26,8,31,49,12,14,66,1,30,13,30,5,9.0
2018-12-03,514,2018,12,113,2018,12,3,2.6,1.4,2.0,2.4,26.9,30.7,25.5,5.0,22.0,49,22,32,3,45,58,15,10,68,0,27,9,0,2,9.0
2018-12-10,516,2018,12,107,2018,12,10,0.2,0.2,0.2,0.2,27.4,31.6,25.9,6.1,37.4,50,18,25,5,49,59,0,17,61,0,23,13,0,4,8.0
2018-12-17,518,2018,12,127,2018,12,17,0.0,0.0,0.0,0.0,27.3,30.6,25.0,6.8,45.0,51,19,29,2,49,69,9,23,75,0,27,15,0,4,7.0
2018-12-24,520,2018,12,160,2018,12,24,0.0,0.0,0.0,0.0,28.1,32.2,25.2,7.6,27.0,52,18,24,5,40,74,13,20,81,0,23,12,0,3,5.0
